ID,Education,Marital,Income,Kid,PurNum_Web,PurNum_Deals,$Meat,$Fish,$Wines,Fruits
5723,PhD,Married,49187,0,1,1,31,2,81,1
1710,Graduation,Single,30168,1,6,7,66,0,154,20
1970,Master,Married,34053,0,3,1,21,7,63,0
5313,Master,Married,38196,1,2,3,11,0,30,0
10634,Master,Married,59412,0,4,1,165,30,90,67
7010,Basic,Married,70924,0,6,1,254,132,635,114
8562,Graduation,Married,54165,0,2,1,73,15,127,4
3158,Graduation,Married,32300,1,1,1,6,6,13,3
4436,Graduation,Single,20180,0,2,1,24,15,18,42
5287,Graduation,Married,34961,1,3,3,26,4,45,2
2445,PhD,Married,28440,1,2,1,24,0,38,1
6059,PhD,Married,64504,1,11,7,168,16,986,36
4550,Master,Married,33564,0,1,1,3,0,61,0
4240,Graduation,Married,17345,1,2,2,16,17,4,9
8911,PhD,Married,56320,0,5,3,172,116,201,53
3706,Graduation,Single,28647,1,2,1,29,0,19,8
3628,Basic,Single,15038,1,2,2,11,19,4,8
10175,PhD,Divorced,32173,0,1,1,2,0,18,0
8985,Basic,Married,68316,0,10,5,161,120,806,80
5204,Graduation,Married,74538,0,8,1,733,110,380,98
9220,Graduation,Single,91700,0,8,1,961,125,576,172
9888,Graduation,Married,68695,0,4,1,356,106,458,81
5263,Basic,Married,31056,1,1,1,13,3,5,10
1020,Graduation,Married,79593,0,5,1,568,110,350,60
9503,Graduation,Single,28071,0,5,2,130,41,39,33
10613,PhD,Married,37334,1,3,4,16,2,26,1
67,Master,Single,46423,1,2,3,16,0,68,0
6019,PhD,Married,37126,1,1,1,9,4,45,3
5863,Graduation,Married,47703,0,6,4,134,13,359,0
3717,Graduation,Married,61180,0,5,2,29,6,403,24
6730,Graduation,Married,38998,1,2,3,14,0,34,1
10749,Graduation,Single,8028,0,0,15,66,7,73,18
4998,Graduation,Married,76081,0,4,1,415,63,292,30
6287,Graduation,Married,34728,1,1,1,16,0,14,0
5985,Master,Single,33168,0,2,3,37,0,80,1
4754,Master,Married,33585,0,2,1,33,13,30,11
4002,PhD,Married,77037,0,7,1,333,168,463,96
8870,Graduation,Married,35196,1,6,6,141,43,75,12
966,Graduation,Married,44529,0,6,6,91,17,538,13
4767,Basic,Married,70924,0,6,1,254,132,635,114
9725,PhD,Married,28764,1,1,1,3,0,8,0
4475,PhD,Married,69098,0,7,1,780,145,1315,22
5740,Basic,Divorced,25959,1,1,2,12,7,4,2
5731,Master,Married,27100,1,1,1,13,2,12,0
7290,Graduation,Single,70596,0,3,1,534,17,347,44
3846,Graduation,Married,42557,0,6,4,53,0,192,5
8104,PhD,Married,53312,0,5,1,12,0,241,0
4507,Graduation,Single,72228,0,6,1,491,30,631,28
11013,Graduation,Married,67605,0,2,1,282,184,336,28
4491,Master,Married,62845,1,3,11,45,0,1099,0
3759,Graduation,Married,65196,0,7,2,181,12,743,19
1162,PhD,Single,42000,0,5,2,267,85,124,83
2055,PhD,Divorced,35860,1,1,2,8,4,15,0
10766,PhD,Married,65526,0,4,1,69,12,397,19
4415,Graduation,Married,16860,1,1,3,4,3,10,4
3005,Graduation,Single,83528,0,4,1,678,134,530,117
2223,Basic,Divorced,64176,0,8,8,249,64,1215,33
4817,Graduation,Divorced,22304,0,1,1,7,0,3,2
2875,Graduation,Married,67023,0,3,1,382,11,444,44
10536,PhD,Married,32892,1,3,2,15,2,26,0
11112,Graduation,Married,70713,0,5,6,279,82,736,114
3807,Graduation,Married,59925,0,9,3,176,19,473,21
9197,Graduation,Married,39722,0,2,2,5,2,32,0
10832,Graduation,Married,46610,0,6,1,30,4,288,10
6421,Graduation,Married,88347,0,4,1,555,77,1050,178
4207,PhD,Married,87171,0,6,1,107,58,1001,44
577,Basic,Married,26907,1,1,2,7,0,9,1
10855,Master,Single,50014,1,4,2,77,19,234,14
3081,PhD,Married,41014,1,1,1,6,2,7,2
3535,Graduation,Single,66294,0,4,1,334,65,251,108
247,Graduation,Married,36715,1,7,6,125,21,172,10
8707,Graduation,Married,79456,0,5,1,548,64,565,42
9523,Graduation,Married,40479,1,0,1,8,2,5,0
6072,Master,Single,75345,0,5,1,842,99,918,57
6295,Graduation,Married,54233,0,11,4,158,21,652,8
10914,Graduation,Single,24163,1,1,2,7,2,4,1
1509,PhD,Married,84460,0,9,0,103,106,152,27
5577,Graduation,Married,43776,1,1,1,9,2,8,0
7348,PhD,Single,71691,0,4,1,411,240,336,130
1127,PhD,Married,85844,0,6,1,843,25,938,19
1833,PhD,Single,39190,1,2,2,18,19,68,8
4944,Graduation,Married,71367,0,4,1,389,42,227,23
9080,PhD,Single,38578,1,3,3,22,3,38,4
6466,PhD,Married,57236,1,2,3,9,2,105,0
9964,Graduation,Single,61825,0,4,1,100,55,162,50
4790,Graduation,Divorced,79803,0,4,1,216,21,574,8
10245,Basic,Single,80910,0,3,1,369,67,160,80
1109,Master,Married,27590,1,1,1,5,0,6,0
6001,Graduation,Married,56775,0,5,2,160,58,614,35
5538,Graduation,Divorced,83829,0,4,0,430,186,897,161
10552,Basic,Married,54210,0,4,2,109,80,70,54
1545,Graduation,Married,38508,1,7,6,206,25,120,19
7409,Graduation,Married,53187,1,4,2,30,7,211,2
4444,Graduation,Married,30023,1,2,1,16,7,11,0
146,PhD,Single,76045,0,4,1,400,17,760,53
6271,PhD,Married,50870,0,2,1,8,0,53,0
10065,Basic,Married,15315,0,2,2,13,15,7,4
4741,Basic,Married,65463,1,6,2,70,21,391,32
246,Graduation,Married,66480,1,4,7,57,20,199,9
375,Graduation,Divorced,76773,0,2,1,449,86,516,56
1524,Basic,Single,81698,0,8,1,115,30,709,45
10022,PhD,Single,54466,1,1,1,4,0,12,0
7451,Master,Single,98777,0,4,0,711,125,1000,19
11010,PhD,Single,16269,1,3,3,18,3,19,3
4356,Graduation,Married,71819,0,3,3,140,0,1224,28
3885,PhD,Married,33569,1,1,1,18,3,16,2
1175,Master,Married,36262,0,3,1,54,64,88,39
880,Basic,Married,22634,0,2,1,11,8,2,23
2320,Basic,Married,47025,0,11,5,59,23,508,11
850,Graduation,Single,70566,0,6,2,215,84,381,28
4713,PhD,Married,31605,1,2,2,42,2,74,0
675,Master,Divorced,52034,1,4,5,93,7,146,0
5025,Graduation,Single,48526,1,2,1,23,43,23,17
2308,Graduation,Married,46734,0,6,2,137,26,110,5
5995,Graduation,Divorced,39552,1,6,7,147,4,165,3
6749,Graduation,Single,86358,1,5,4,494,82,957,47
1010,Graduation,Married,46931,2,1,2,17,3,41,0
8977,Basic,Single,16581,0,0,1,4,2,1,3
4756,Basic,Divorced,63998,0,7,1,818,0,176,29
3412,Master,Married,67381,0,2,4,53,11,815,8
606,Graduation,Single,25930,1,1,1,2,2,6,1
5961,Graduation,Married,42693,1,1,1,20,6,8,4
2975,Graduation,Married,85606,0,6,2,864,219,717,42
2894,Graduation,Single,72903,0,7,1,750,0,1067,138
7613,Basic,Married,49669,1,5,2,107,11,166,5
10542,PhD,Married,36778,1,3,3,34,2,29,4
8015,PhD,Divorced,85696,0,4,1,395,116,714,76
10617,Master,Divorced,10979,0,3,2,10,2,8,4
11166,Graduation,Married,49678,0,6,2,56,3,229,5
849,Master,Married,56129,0,6,4,133,39,320,48
523,Graduation,Married,37155,1,2,1,26,7,23,0
4066,Basic,Divorced,21282,1,2,2,8,4,1,5
8414,PhD,Single,33419,0,2,2,12,0,56,0
819,Graduation,Other,63285,0,6,1,249,50,508,124
4961,Master,Married,21255,1,2,4,25,2,29,0
749,Graduation,Married,42162,1,3,2,59,2,46,7
5430,Graduation,Married,54450,1,9,12,171,8,454,0
7755,PhD,Married,57744,0,9,2,39,0,350,3
10525,Graduation,Single,26576,1,1,1,8,0,10,0
1453,PhD,Other,57513,0,9,2,183,52,735,40
8310,Graduation,Married,68142,0,10,3,196,91,897,126
10710,Graduation,Married,7500,0,1,1,3,3,5,2
5031,Graduation,Married,83145,0,5,1,731,39,777,35
2613,Master,Married,54197,0,1,2,37,6,162,6
213,PhD,Single,23091,1,2,4,11,0,35,0
967,Graduation,Married,46049,1,5,10,112,19,342,9
1077,Graduation,Married,56715,0,7,1,239,237,258,105
7959,Graduation,Married,79410,0,3,1,483,123,658,80
640,Graduation,Married,57304,0,7,2,329,138,356,80
4252,Graduation,Married,44375,0,4,1,28,7,213,5
8432,Graduation,Married,54450,1,9,12,171,8,454,0
6218,Graduation,Married,59594,0,8,1,29,0,457,4
6905,Graduation,Married,80685,0,6,1,604,34,241,45
5922,PhD,Married,40344,0,4,2,6,0,210,0
3598,Graduation,Married,62710,0,4,4,83,7,441,35
6116,Basic,Married,48985,0,1,1,18,10,19,13
6263,Graduation,Married,35322,1,2,3,37,12,28,9
10486,Graduation,Married,77142,0,4,1,162,29,476,75
2410,Graduation,Single,81657,0,3,1,425,158,364,40
193,Basic,Married,14421,0,1,1,2,3,0,0
3363,Basic,Married,20130,0,1,1,3,7,0,6
8278,PhD,Married,74214,0,8,1,547,86,863,83
10660,Master,Married,66726,1,8,3,35,0,349,7
8686,Basic,Married,23724,1,2,2,15,0,5,23
1604,Master,Married,47353,0,2,3,19,8,184,2
5907,Master,Married,33444,1,1,1,8,0,8,0
10669,Graduation,Married,54386,0,3,2,64,62,277,21
2918,Graduation,Divorced,28510,1,2,3,19,0,44,5
5735,Master,Single,90638,0,3,1,915,94,1156,120
359,Graduation,Married,48070,0,8,3,83,6,373,14
8387,Graduation,Married,43140,0,4,1,76,6,134,8
1829,PhD,Divorced,54959,0,9,3,60,0,1148,0
3839,Basic,Single,15056,1,2,5,3,21,6,12
9392,Graduation,Single,26954,1,1,1,11,0,4,1
2292,Graduation,Single,22327,1,1,1,8,2,5,4
10466,Graduation,Married,44393,1,1,2,20,2,24,2
9855,PhD,Single,62000,0,6,1,101,0,899,0
4088,PhD,Married,31497,0,3,2,28,13,108,1
5231,Basic,Married,45894,0,1,1,7,0,27,2
590,Master,Divorced,78579,0,5,1,549,216,816,66
8732,Master,Other,67369,0,7,4,70,37,1298,0
2315,Graduation,Divorced,58401,0,1,1,11,17,10,0
3515,Graduation,Single,62307,0,4,1,34,10,87,13
2245,Master,Married,43641,1,2,3,51,4,57,2
6283,Master,Divorced,63841,0,9,1,100,20,635,15
2246,Basic,Married,46891,0,2,1,23,29,43,12
6606,Master,Married,70091,1,5,2,137,15,964,34
5545,PhD,Married,78075,0,3,1,259,34,572,8
7342,Basic,Other,59184,0,6,3,113,259,341,142
837,Graduation,Married,54809,1,2,4,57,13,63,6
9500,Graduation,Married,58113,0,9,3,169,102,221,104
3602,Master,Married,51412,0,3,2,29,4,140,3
234,Graduation,Divorced,15287,1,1,2,8,4,1,2
2995,Master,Married,66636,0,3,1,689,84,291,10
1118,Master,Married,50965,0,10,3,85,8,544,13
7789,PhD,Married,84618,0,6,1,801,21,684,100
3068,Graduation,Married,18351,0,2,1,9,0,1,12
8955,PhD,Married,40451,0,1,1,4,0,35,0
945,Graduation,Married,36317,0,3,2,25,3,87,3
5644,Graduation,Married,42213,0,5,2,24,4,309,3
7192,Graduation,Married,65748,0,2,2,93,95,172,73
2324,Graduation,Married,77044,0,7,2,242,50,625,38
697,Graduation,Married,74918,0,5,1,913,25,972,59
3439,Graduation,Married,56721,1,4,5,39,6,157,6
1506,Graduation,Single,42160,1,2,4,45,3,48,9
232,Graduation,Single,61559,0,4,1,88,32,279,83
8876,PhD,Married,33629,1,3,5,16,0,132,0
4500,PhD,Married,68682,0,4,1,505,99,919,0
9739,Graduation,Single,34377,0,2,2,22,3,62,0
10395,Basic,Single,8940,1,3,3,3,4,1,45
1176,Graduation,Married,26228,1,1,1,4,3,2,6
1627,Basic,Divorced,77297,0,5,1,109,48,408,61
938,Graduation,Married,40211,1,2,2,7,2,51,1
2740,PhD,Other,33438,1,2,4,16,3,62,1
257,PhD,Married,75032,0,5,2,180,47,952,12
4058,PhD,Single,61284,0,11,1,106,20,618,15
7736,Graduation,Married,22518,1,2,2,12,2,11,7
8210,Master,Married,54730,0,4,5,17,4,318,3
833,Master,Married,38452,1,3,3,14,0,56,0
6230,Graduation,Divorced,44421,1,5,5,59,7,110,5
7325,PhD,Married,38197,1,1,1,11,2,23,0
1307,Graduation,Divorced,41986,0,3,3,8,8,27,5
1502,Graduation,Married,28427,1,2,2,19,3,18,3
6211,PhD,Married,37395,1,1,1,9,0,18,0
843,Graduation,Married,64722,1,8,4,280,60,303,0
4174,Master,Married,55249,0,2,1,19,2,97,1
9757,Graduation,Married,84906,0,5,1,414,99,997,15
6918,Graduation,Married,28691,1,1,1,13,8,5,4
286,Graduation,Single,44213,1,2,4,35,0,95,11
11086,Basic,Single,25707,1,1,1,2,3,1,6
1921,PhD,Married,59062,2,2,2,12,3,46,1
4138,Graduation,Single,76624,0,5,1,147,54,411,106
7718,Master,Married,66000,0,1,1,270,101,244,51
1291,PhD,Married,27683,1,6,4,121,12,152,9
6862,Graduation,Divorced,1730,0,0,15,3,1,1,1
4136,Basic,Single,7500,1,3,4,18,8,10,17
803,Graduation,Married,40521,1,0,1,5,0,12,0
4298,PhD,Married,20427,1,1,1,4,0,5,0
10833,Graduation,Married,65106,0,8,3,133,12,790,19
9606,PhD,Married,69969,0,4,1,514,38,882,29
8534,Graduation,Married,67433,0,6,4,259,12,615,28
5153,PhD,Married,77766,0,11,2,265,115,1004,59
961,Graduation,Married,74716,0,7,2,421,13,133,27
5011,Graduation,Divorced,68118,0,8,2,123,10,595,23
6653,PhD,Married,55158,1,7,4,87,4,293,0
9094,Basic,Married,62972,0,7,2,47,20,313,15
810,Graduation,Married,74190,0,4,2,86,168,151,81
5493,Graduation,Married,39356,1,1,1,2,0,15,0
2147,Graduation,Married,76653,0,4,1,946,219,736,63
5107,PhD,Divorced,35860,1,1,2,8,4,15,0
3979,PhD,Divorced,90687,0,6,1,672,23,982,17
6049,Master,Married,73450,0,7,1,415,90,1142,51
8147,Graduation,Married,31454,1,2,3,11,0,28,0
1857,Graduation,Single,47139,1,2,2,12,0,46,0
3910,Graduation,Divorced,83829,0,4,0,430,186,897,161
5207,PhD,Married,53378,1,9,10,152,8,489,6
11114,Graduation,Married,19656,1,2,3,9,6,25,4
5429,PhD,Married,45579,0,4,1,33,2,145,1
9400,Basic,Single,85485,0,6,1,611,44,630,26
1740,Graduation,Married,55956,0,7,2,104,50,760,38
7488,Master,Single,64191,0,5,3,186,151,420,15
195,Graduation,Single,38808,1,5,4,52,3,125,17
635,Master,Married,57183,1,9,8,64,7,464,5
7527,Master,Divorced,23748,1,2,3,29,12,6,6
10319,Graduation,Married,66303,0,3,4,96,16,1090,12
2296,Master,Married,37368,1,1,1,11,2,3,2
10637,Graduation,Married,40800,1,3,2,27,8,24,0
2931,Graduation,Divorced,71847,0,6,0,106,55,737,21
907,Graduation,Married,46149,0,5,5,71,4,254,6
3698,Graduation,Married,78687,0,4,1,687,145,817,185
9516,Basic,Divorced,49118,0,9,2,239,99,620,54
679,PhD,Married,37633,1,1,2,20,0,13,4
7384,Master,Married,39767,0,7,2,204,34,113,61
5043,Basic,Married,26997,0,4,2,78,133,7,23
5267,Graduation,Divorced,33986,1,1,1,18,2,16,2
339,PhD,Married,57091,0,9,2,24,6,462,0
2516,Basic,Married,46831,1,1,2,10,6,22,2
9010,Master,Married,83151,0,5,1,842,137,968,147
378,Graduation,Married,52531,0,7,2,151,51,283,112
4808,Graduation,Married,15759,0,1,1,5,6,1,2
5068,Graduation,Single,22804,1,2,1,7,2,14,1
7628,Basic,Married,43050,1,2,2,24,6,30,5
7128,PhD,Single,42997,1,1,1,5,0,4,0
2811,PhD,Single,48918,1,1,2,9,0,52,0
3551,Master,Married,60033,0,2,2,57,19,62,1
1663,PhD,Married,34043,1,2,1,14,3,20,2
5543,Graduation,Married,57811,0,7,5,114,37,545,7
1577,Graduation,Married,78569,0,4,1,622,207,558,79
10641,Graduation,Single,7500,1,2,4,4,13,6,5
5336,Master,Married,157733,1,1,0,9,2,39,1
6024,Graduation,Married,94384,0,5,0,790,160,1111,24
1878,Basic,Married,23148,0,2,1,8,6,4,6
3099,Graduation,Divorced,44267,1,5,5,65,3,183,5
6055,Graduation,Married,71626,0,5,1,376,94,546,72
5841,Graduation,Married,60894,0,10,5,155,10,606,7
3972,Graduation,Married,50200,1,7,6,51,8,266,6
4394,PhD,Married,81051,0,5,1,249,38,1142,29
5758,Graduation,Married,65169,0,10,1,69,0,1074,0
6658,Graduation,Married,59868,0,11,7,154,54,771,51
4603,PhD,Married,65695,0,5,2,189,0,371,32
8427,Master,Single,64857,0,7,1,717,210,556,14
10260,Master,Married,45143,0,6,3,74,11,202,5
7143,Basic,Married,74805,0,4,5,209,41,209,162
8789,Basic,Married,59060,1,3,3,111,36,35,40
6197,PhD,Single,27238,1,3,3,17,0,37,0
4554,Graduation,Married,47009,0,3,4,73,59,171,45
4937,Basic,Married,46094,1,1,1,20,3,12,2
1920,Graduation,Married,40321,1,3,2,21,6,44,4
8749,Graduation,Married,37235,1,1,1,9,4,20,2
1650,Master,Married,81843,0,5,1,537,34,779,86
10377,Master,Married,46692,0,6,3,97,24,170,6
9206,Graduation,Married,77382,0,5,2,231,112,491,48
10971,Graduation,Single,37774,2,7,4,107,7,173,8
6398,Basic,Married,18393,1,3,2,13,16,7,10
9212,Master,Married,72828,0,6,6,235,19,1205,0
7937,Graduation,Married,24711,0,3,1,25,6,10,7
839,PhD,Married,45503,1,3,1,44,6,97,4
4246,Master,Single,6560,0,1,0,26,4,67,11
158,PhD,Married,71604,0,8,1,528,98,345,53
4832,Graduation,Married,27244,1,2,2,17,3,6,5
5621,Graduation,Married,48752,1,6,5,100,71,73,57
1945,Graduation,Married,71434,0,7,3,217,172,711,36
5147,Graduation,Single,90842,0,4,1,118,182,774,70
2535,Master,Married,88097,1,6,1,480,0,163,0
11039,Graduation,Married,51948,0,5,2,54,71,82,33
9495,Graduation,Married,71853,0,2,1,413,141,358,108
9635,Master,Married,35876,0,3,1,40,4,66,2
2173,Graduation,Other,40049,0,1,1,7,0,13,6
942,Graduation,Single,39660,1,7,3,78,20,139,13
9386,Graduation,Married,50127,0,5,1,21,4,274,0
5510,Master,Married,43263,0,5,3,61,0,262,6
873,Master,Married,62845,1,3,11,45,0,1099,0
2253,Graduation,Married,18929,0,1,1,8,23,32,0
5181,Basic,Single,24367,1,1,1,2,0,2,4
979,Graduation,Single,33249,1,2,2,21,19,6,10
10390,Basic,Married,26887,0,1,1,4,3,6,7
4698,PhD,Married,50150,0,5,2,92,65,135,46
7793,Graduation,Married,62061,0,10,3,84,0,641,7
1745,PhD,Divorced,85696,0,4,1,395,116,714,76
10590,PhD,Married,76542,0,4,1,573,0,794,73
5080,Graduation,Single,70515,0,6,1,452,182,420,0
8369,Graduation,Married,18227,1,0,1,7,4,1,2
5232,Graduation,Married,69139,0,4,1,75,33,86,12
2407,Graduation,Married,69109,0,6,1,459,124,823,25
3834,Graduation,Single,69627,0,8,2,215,171,231,161
7912,Graduation,Married,38136,1,3,2,27,0,8,15
7712,PhD,Single,62159,0,6,1,259,77,182,17
1065,Graduation,Single,80695,0,5,1,984,193,557,129
7275,Master,Single,33316,1,2,3,31,4,79,1
1343,Graduation,Married,58554,1,8,6,68,38,368,24
1384,Basic,Married,17256,1,2,2,14,8,6,4
9967,Graduation,Divorced,53034,1,6,8,196,15,160,15
6181,Basic,Married,52203,0,8,1,238,56,488,21
10507,Basic,Divorced,59601,0,2,4,69,0,691,7
2674,Master,Single,75154,0,6,1,205,160,543,10
2698,Graduation,Single,47025,0,6,3,108,20,254,7
3231,Graduation,Married,37971,1,1,1,10,2,5,4
4096,Master,Divorced,41335,1,4,3,21,16,112,19
10476,Graduation,Married,67267,0,3,1,59,15,134,11
5948,Graduation,Single,57338,0,4,2,52,11,143,6
9140,Basic,Married,50523,1,2,2,24,4,51,4
10258,Master,Single,35791,2,1,2,5,0,27,0
5675,PhD,Divorced,50611,0,4,6,24,6,459,0
4743,PhD,Married,56242,0,8,5,167,11,689,8
8805,Graduation,Single,48904,0,7,4,38,0,283,10
1542,Graduation,Single,56243,1,4,6,35,4,347,0
6770,Graduation,Married,21355,1,2,2,14,0,5,13
8773,Master,Married,57420,0,5,3,18,0,280,0
10475,Master,Married,,0,4,2,65,26,187,5
10420,Master,Divorced,46390,0,4,1,64,2,95,14
7514,Basic,Married,54342,1,3,4,34,11,84,10
2902,Graduation,Married,,1,1,1,12,2,19,4
4345,Basic,Single,,1,1,1,9,2,5,1
793,Graduation,Married,20895,1,2,1,17,3,18,3
10909,Graduation,Married,92344,0,5,0,694,51,992,24
3769,PhD,Married,,1,1,1,13,0,25,1
8702,Basic,Married,26907,1,1,2,7,0,9,1
4791,Graduation,Married,44964,1,1,1,17,2,19,1
2963,Graduation,Married,75507,0,8,1,374,104,709,93
8216,Master,Married,53761,1,4,6,76,13,158,0
8140,Graduation,Married,22682,1,2,3,29,4,10,14
10146,PhD,Married,38887,1,1,1,13,0,25,1
5289,Basic,Single,41658,1,1,2,12,15,8,4
2587,PhD,Married,29791,1,2,2,6,0,14,0
4405,Master,Married,63915,0,6,2,115,30,622,7
8663,Graduation,Divorced,39996,1,1,1,3,0,11,0
2589,Graduation,Divorced,26759,1,2,2,16,8,25,3
3421,Master,Divorced,63841,0,9,1,100,20,635,15
10490,PhD,Married,51039,1,6,2,79,65,100,64
4094,Graduation,Married,60544,1,5,4,43,3,201,2
9958,Graduation,Married,65685,0,9,1,49,0,642,14
2534,Graduation,Married,37716,0,4,2,41,6,97,1
4188,Graduation,Single,36864,0,5,3,39,17,204,5
6613,Master,Married,44511,1,8,6,133,46,513,7
10827,PhD,Married,36947,1,3,4,21,4,88,3
5491,Master,Married,47352,0,6,4,112,8,172,12
8402,Master,Married,67087,0,7,2,222,130,329,35
8783,Graduation,Married,57045,0,4,3,104,11,296,13
10010,PhD,Divorced,36957,1,3,4,16,2,100,2
618,PhD,Married,69389,0,7,1,238,69,422,7
9121,Graduation,Married,80134,1,5,2,272,104,1218,16
361,Master,Married,43142,1,1,1,7,2,5,1
4310,Graduation,Married,80589,0,5,1,520,242,507,93
2678,Graduation,Single,34412,1,5,3,50,4,52,12
6376,Graduation,Single,57537,1,4,4,139,51,191,56
524,Basic,Married,22634,0,2,1,11,8,2,23
10341,Graduation,Married,51315,0,2,1,39,16,68,28
5654,Graduation,Married,36026,2,2,2,10,6,20,4
4098,Graduation,Married,24639,1,2,3,16,0,20,3
5824,PhD,Married,34578,2,1,1,1,0,7,0
7000,Basic,Single,65704,0,2,1,74,38,279,172
2561,Graduation,Single,63810,0,4,4,253,16,977,12
5229,PhD,Married,54132,0,1,1,8,0,30,1
4086,Graduation,Married,18690,0,1,1,7,23,6,1
2428,Graduation,Married,28164,1,2,3,26,11,3,18
8254,PhD,Married,34596,1,1,1,2,0,14,0
2836,PhD,Married,43269,1,1,1,7,0,10,1
8418,Basic,Single,38741,1,2,2,17,8,7,10
1362,Graduation,Single,31907,0,6,1,64,175,33,87
7152,Master,Married,27100,1,1,1,13,2,12,0
10033,Basic,Divorced,31163,1,1,1,10,11,2,3
9349,Graduation,Married,92533,0,6,1,118,110,693,21
274,Graduation,Single,34853,1,2,2,15,2,9,3
3388,Graduation,Divorced,70844,1,6,5,67,3,129,26
922,Basic,Married,31086,1,1,2,11,3,16,2
8588,Graduation,Married,60544,1,5,4,43,3,201,2
2518,Basic,Married,20491,0,0,1,5,4,5,4
574,Graduation,Married,42523,0,1,1,11,3,14,36
3220,Graduation,Married,39922,1,3,2,59,19,29,12
5967,Graduation,Married,33402,1,2,3,19,10,26,2
1183,Master,Married,36408,1,1,1,4,3,9,1
6856,Graduation,Married,21645,1,3,3,23,4,14,0
4530,Master,Other,78427,0,3,3,595,180,972,19
1553,Graduation,Married,82657,0,7,1,672,246,966,168
4682,Graduation,Married,51876,0,2,1,102,28,99,27
8204,Basic,Married,78041,0,4,1,553,72,482,35
5221,Graduation,Married,52852,0,10,4,99,11,714,8
1232,PhD,Married,70038,0,4,1,348,71,587,54
1927,Basic,Married,69401,0,4,4,159,58,399,27
5788,Graduation,Married,46053,1,3,3,92,19,56,10
6652,Graduation,Married,77343,0,3,1,573,98,227,151
6246,Graduation,Single,73892,0,3,1,601,0,703,102
5975,PhD,Single,40304,1,2,1,17,0,37,0
6875,PhD,Married,32727,0,7,2,180,86,167,13
4399,Graduation,Married,68695,0,4,1,356,106,458,81
4042,Graduation,Divorced,43300,0,4,3,52,2,91,3
2157,Graduation,Married,26290,1,2,4,16,11,15,8
10133,Graduation,Single,93790,0,6,0,731,89,1302,68
2525,PhD,Married,38410,0,5,2,123,116,153,64
8233,Master,Other,64866,0,7,4,21,7,508,5
9483,Graduation,Married,57957,0,4,7,177,77,290,59
2945,PhD,Married,46015,1,1,1,2,0,38,0
10403,Graduation,Married,16531,1,3,3,6,7,2,13
5074,Master,Married,28072,1,1,1,10,2,30,0
10524,Master,Divorced,49476,0,2,4,95,54,386,23
4690,Graduation,Married,50725,0,8,4,75,0,443,10
7521,Graduation,Married,83844,0,4,1,345,75,901,31
7196,PhD,Married,41145,1,0,1,3,0,9,0
4406,Graduation,Married,67419,0,9,4,352,91,846,84
9672,Basic,Married,23162,1,1,3,9,19,8,3
4864,Graduation,Married,34380,1,4,4,58,13,72,7
4706,Graduation,Single,34704,0,1,1,5,0,29,0
4070,PhD,Married,94871,0,8,1,553,188,169,24
25,Graduation,Married,65148,0,6,2,422,33,460,35
3697,Graduation,Married,39898,0,3,2,26,12,69,8
217,Master,Single,64857,0,7,1,717,210,556,14
4220,PhD,Married,59892,0,2,1,13,0,73,0
5286,Master,Single,41020,0,3,1,54,7,112,1
9559,PhD,Married,57072,0,7,2,60,0,944,0
2849,Graduation,Single,60474,0,10,7,303,234,265,199
7787,Graduation,Married,62807,0,5,3,135,10,526,28
3102,Basic,Married,19414,1,1,1,12,3,2,3
5868,Graduation,Married,19107,1,1,2,9,10,2,4
8370,Basic,Married,75484,0,7,2,259,197,378,97
9988,Master,Single,70379,0,6,3,142,65,553,25
2939,Master,Married,79419,0,4,1,687,20,751,127
5529,PhD,Married,64014,2,8,7,30,0,406,0
9743,Graduation,Married,76998,0,11,2,161,69,1449,89
5763,Master,Married,49854,1,6,5,171,39,123,17
3478,PhD,Married,60585,1,7,10,309,55,267,42
7494,PhD,Divorced,42873,1,6,4,40,3,209,0
1763,Graduation,Married,87679,0,7,1,815,97,1259,172
7250,Graduation,Married,57867,1,7,7,178,15,344,35
2005,Graduation,Married,35765,1,2,2,30,0,22,3
10770,Graduation,Married,65492,0,4,2,295,210,247,161
6885,Graduation,Divorced,32952,1,2,1,12,3,38,0
2072,PhD,Married,53374,0,4,6,101,13,896,10
9463,Graduation,Married,71706,0,9,4,253,91,931,56
6318,Graduation,Married,68487,0,9,1,385,33,758,12
4093,Master,Married,53253,1,4,7,57,20,216,9
5751,Basic,Divorced,31163,1,1,1,10,11,2,3
3340,Graduation,Married,42014,1,7,6,108,4,244,15
3594,Master,Married,54108,1,8,13,91,8,539,6
3584,PhD,Single,49667,0,5,2,120,17,1181,26
3643,Master,Married,63206,0,4,1,125,11,750,8
851,Master,Married,57136,1,5,9,109,21,306,5
7706,Basic,Married,46772,0,11,6,189,197,350,104
3967,PhD,Married,78931,0,2,1,170,58,331,197
10128,Graduation,Married,53977,0,5,5,165,0,620,16
486,Graduation,Married,84219,0,3,1,400,45,434,137
9,Master,Single,46098,1,3,4,27,0,57,0
9451,Graduation,Married,73538,0,10,3,428,99,811,76
9264,Graduation,Married,79529,0,4,1,706,73,423,42
3865,Basic,Married,20981,0,3,1,10,6,2,12
2853,Graduation,Single,51766,1,4,2,87,6,60,51
1490,Graduation,Married,55759,0,10,5,85,10,675,0
6310,Graduation,Married,33039,1,2,1,12,8,30,8
10380,Master,Married,37787,1,3,1,40,4,40,1
